Promedio_Anual,Calificacion_Cualitativa_Cod,Edad,Genero_Cod,Anio_Escolar_Cod,Periodo_Cod,Numero_Inasistencias,Porc_Asistencia_Refuerzo,Estado_Salud_Emocional,Acompanamiento_Integral_Cod,Animacion_Lectura_Cod,Orientacion_Vocacional_Cod,Participacion_Extracurriculares,Materias_Refuerzo,Cantidad_Proyectos,Tareas_Refuerzo_Porc,Acceso_Transporte_Privado_Cod,Uso_Comedor_Estudiantil_Cod,Acceso_Recursos_Tecnologicos_Cod,Participacion_Eventos_Culturales,Estrato_Socioeconomico_Cod,Categoria_Rendimiento_Cod
4.38,4,14,1,0,0,6,0,0,5,8,1,1,0,2,0,1,2,1,2,1,3
5.97,6,17,1,3,0,9,0,2,6,4,6,3,0,0,0,1,0,1,0,2,1
7.86,8,14,1,0,0,6,67,1,7,8,7,0,1,2,71,0,2,1,0,1,0
6.04,6,13,1,0,0,6,0,0,6,7,7,3,0,0,0,1,2,0,2,1,1
5.72,6,14,1,1,0,6,94,1,6,8,7,1,3,4,52,0,2,0,1,0,3
6.6,7,16,1,2,1,6,0,1,7,8,8,3,0,0,0,0,2,0,0,1,3
4.36,4,15,0,2,1,7,100,0,2,3,3,1,2,1,63,1,0,1,2,2,3
6.46,6,16,0,2,0,7,0,0,5,6,7,3,0,3,0,0,1,1,2,1,0
4.09,4,14,1,0,1,4,0,1,7,1,5,1,0,1,0,1,1,0,0,1,2
5.27,5,13,0,0,0,5,61,0,10,9,1,3,2,1,92,1,1,1,2,1,1
5.15,5,13,1,0,0,5,100,0,8,6,1,0,2,1,52,0,1,0,1,0,2
4.26,4,13,0,0,1,5,72,2,3,4,1,3,1,1,64,1,1,1,0,1,0
6.82,7,13,1,0,0,6,67,0,4,9,8,0,2,4,72,0,0,0,2,1,1
7.65,8,14,0,1,0,8,84,0,8,9,6,3,1,1,57,0,1,1,1,1,3
6.25,6,15,1,1,1,6,0,1,6,5,4,0,0,4,0,0,0,1,0,1,1
7.75,8,17,0,4,1,9,0,0,5,7,8,4,0,4,0,1,0,1,2,2,3
7.29,7,19,1,5,1,9,0,0,8,5,5,4,0,1,0,0,1,1,3,1,3
6.03,6,15,1,2,0,7,0,1,4,9,2,3,0,4,0,0,2,0,0,1,1
6.66,7,15,0,1,0,8,96,0,1,8,7,2,2,2,77,1,1,1,0,1,3
6.44,6,14,1,0,0,6,0,1,8,7,1,0,0,2,0,0,2,1,2,0,1
6.71,7,15,1,1,1,6,0,0,5,4,5,3,0,3,0,0,1,1,1,1,4
6.61,7,14,0,0,1,5,0,0,6,9,8,2,0,3,0,1,1,1,0,1,1
8.64,9,15,1,1,1,6,93,1,10,5,7,1,3,3,86,1,0,1,1,1,3
7.35,7,14,1,0,0,5,69,0,9,10,7,2,1,4,77,0,1,0,2,1,0
5.35,5,14,0,0,1,5,0,2,6,9,5,4,0,3,0,0,0,1,1,1,0
7.89,8,16,1,2,1,6,82,0,8,8,4,3,3,0,60,0,1,1,2,1,0
5.88,6,14,1,1,1,6,0,2,6,2,8,0,0,2,0,1,2,1,0,1,1
5.99,6,14,1,1,0,6,0,0,6,4,7,1,0,0,0,1,0,0,0,1,4
6.32,6,15,1,2,1,7,0,1,8,5,5,0,0,3,0,1,2,0,1,1,3
5.98,6,17,0,3,0,10,0,0,7,8,2,3,0,3,0,0,1,0,2,1,1
7.09,7,14,1,1,0,7,65,0,5,7,7,1,3,0,94,1,0,1,0,2,1
8.12,8,16,1,3,1,7,0,0,9,8,6,2,0,4,0,1,2,0,2,0,1
1.62,2,14,1,1,0,6,0,2,3,10,6,1,0,3,0,1,1,1,0,1,4
6.03,6,13,1,0,1,5,0,1,4,7,8,2,0,4,0,0,0,0,1,0,0
6.64,7,17,1,3,1,8,0,1,8,6,6,4,0,3,0,1,1,1,0,2,2
6.32,6,15,1,2,1,7,0,0,5,6,5,1,0,2,0,0,1,1,2,0,1
6.36,6,15,0,1,0,7,90,0,8,7,7,2,2,2,78,1,1,1,0,1,3
7.85,8,14,1,1,0,7,0,0,6,7,6,2,0,4,0,1,0,1,1,2,1
5.2,5,13,0,0,0,5,59,0,9,3,3,2,2,1,94,1,1,1,0,1,3
6.33,6,14,1,1,1,6,76,0,8,8,6,2,3,0,79,0,1,1,1,1,1
5.27,5,18,0,5,0,11,0,0,3,6,6,5,0,0,0,0,2,1,3,0,1
7.56,8,15,1,1,0,7,0,1,6,7,9,3,0,2,0,1,1,1,0,1,1
5.59,6,13,1,0,0,6,0,1,8,6,7,3,0,4,0,1,0,1,2,2,3
8.26,8,16,1,2,1,6,81,1,8,6,9,1,2,0,77,0,2,1,1,1,1
6.97,7,13,1,0,1,5,0,0,4,6,6,3,0,1,0,1,1,1,2,2,3
6.93,7,15,0,2,1,6,0,0,9,6,7,1,0,4,0,1,1,0,1,1,3
6.44,6,15,0,1,0,8,51,0,6,5,6,1,3,3,77,0,2,0,0,0,2
7.07,7,13,1,0,0,5,0,0,7,7,7,2,0,2,0,1,0,1,1,2,2
5.83,6,13,1,0,1,5,0,0,4,4,5,2,0,3,0,1,2,1,1,1,3
5.19,5,15,1,2,1,7,66,2,6,7,5,0,2,4,51,0,1,1,2,1,3
6.49,6,13,0,0,0,6,64,2,7,7,6,1,3,1,52,1,1,1,0,0,1
7.06,7,16,0,3,0,8,89,0,1,6,8,3,1,0,58,1,1,1,1,2,4
5.72,6,15,0,1,1,5,79,0,6,6,7,3,2,4,60,0,2,1,2,0,3
5.57,6,17,1,3,0,8,0,0,5,8,8,2,0,0,0,1,2,1,1,1,1
6.46,6,19,1,5,0,10,0,0,9,5,7,3,0,3,0,1,1,1,3,1,1
5.92,6,17,1,4,1,8,54,1,8,7,5,2,1,4,94,0,1,1,2,1,1
5.81,6,15,1,2,1,6,72,0,6,5,6,3,3,4,73,1,0,1,0,2,1
6.28,6,16,1,2,0,8,50,1,8,5,10,3,2,2,56,0,2,0,1,1,0
6.79,7,14,1,0,0,6,0,1,9,6,2,1,0,1,0,1,0,1,1,1,3
6.68,7,14,1,0,0,6,0,0,7,7,6,3,0,3,0,0,2,1,1,0,1
5.55,6,14,1,0,1,5,0,2,5,8,7,2,0,0,0,0,1,0,0,0,3
4.84,5,13,1,0,0,6,0,1,6,8,5,1,0,4,0,0,1,1,1,1,3
6.9,7,16,1,2,1,7,0,0,10,7,8,2,0,3,0,0,2,1,0,1,3
7.5,8,15,1,2,0,7,0,0,5,10,10,3,0,2,0,1,0,1,0,1,3
4.84,5,14,0,1,1,6,67,0,4,5,6,3,3,1,50,0,1,1,2,0,1
7.07,7,15,0,2,0,7,0,0,6,6,6,4,0,4,0,0,2,0,1,1,0
7.26,7,13,0,0,0,7,80,1,7,6,8,4,2,0,100,1,2,1,0,1,3
6.93,7,15,1,2,0,7,0,0,5,7,7,3,0,1,0,0,2,1,2,1,3
5.03,5,13,0,0,1,6,0,0,8,3,7,3,0,4,0,0,2,0,1,1,1
4.25,4,16,0,2,0,8,0,1,6,8,8,4,0,4,0,0,0,1,2,1,3
4.77,5,13,1,0,0,6,94,0,7,5,5,3,2,1,69,0,2,1,1,0,1
6.52,7,13,1,0,1,4,0,2,7,9,8,2,0,4,0,0,2,0,0,0,1
7.24,7,15,1,1,1,5,0,0,8,8,8,1,0,3,0,0,1,1,0,1,1
6.11,6,14,1,1,0,7,0,0,5,3,6,0,0,2,0,1,1,1,0,1,1
6.91,7,16,1,3,0,9,0,0,8,8,7,2,0,0,0,1,1,1,1,2,3
5.38,5,14,1,0,0,5,0,0,8,7,6,2,0,0,0,1,1,0,0,1,2
5.76,6,14,1,0,1,5,94,1,4,7,6,1,3,0,98,0,1,1,1,1,3
5.76,6,15,1,2,0,8,0,0,5,4,6,3,0,3,0,1,0,1,1,1,3
6.56,7,17,0,4,0,9,53,0,5,6,4,4,2,3,57,0,2,0,1,1,0
7.34,7,14,1,1,1,5,0,0,7,5,8,0,0,1,0,0,2,1,0,1,1
5.46,5,15,1,1,1,6,0,0,7,5,2,0,0,0,0,1,1,1,0,1,3
6.65,7,14,1,0,1,5,88,1,7,6,8,1,3,3,74,1,1,0,1,1,3
6.34,6,16,1,3,1,8,0,1,8,6,7,3,0,4,0,0,1,1,2,1,2
5.74,6,13,1,0,1,4,0,1,10,5,2,1,0,1,0,1,0,1,2,1,2
7.23,7,15,0,2,1,8,55,0,7,7,6,2,1,0,61,1,0,1,2,2,1
6.63,7,13,0,0,0,5,76,0,4,1,6,4,3,2,88,0,1,1,1,1,0
7.92,8,15,1,2,1,6,0,0,7,7,7,2,0,2,0,0,1,0,2,0,1
6.44,6,14,1,0,1,5,0,0,3,6,6,0,0,1,0,0,1,1,2,1,1
5.7,6,14,1,1,0,6,0,2,7,7,8,3,0,4,0,1,2,1,0,1,1
6.09,6,14,1,1,0,6,0,0,8,6,7,2,0,0,0,0,2,0,0,0,1
4.66,5,13,0,0,0,5,0,2,6,5,7,3,0,4,0,0,0,1,2,1,1
6.64,7,15,0,2,1,7,0,0,8,7,7,1,0,2,0,1,2,1,1,1,1
1.84,2,16,1,2,0,8,0,1,6,4,4,2,0,4,0,1,0,1,2,1,0
6.15,6,14,1,1,1,6,0,0,5,7,6,0,0,0,0,1,0,1,2,2,1
5.62,6,16,1,3,0,9,0,1,7,4,7,3,0,0,0,1,1,0,0,1,3
7.68,8,13,1,0,1,4,98,0,6,6,7,2,3,3,52,1,1,1,0,1,1
6.0,6,14,1,0,1,5,0,0,10,7,6,2,0,4,0,1,2,1,0,1,3
4.82,5,14,1,1,0,7,0,2,4,7,6,0,0,2,0,0,2,0,1,0,1
5.44,5,14,1,1,1,6,70,0,5,5,7,0,1,3,71,1,2,1,1,1,1
4.96,5,14,1,1,1,6,0,1,7,7,1,0,0,0,0,0,1,1,1,1,1
4.38,4,13,1,0,0,6,0,2,5,4,6,2,0,3,0,1,1,1,0,1,1
7.14,7,14,1,0,0,5,92,1,7,6,7,3,2,4,53,0,2,0,0,0,1
6.02,6,16,1,3,1,8,0,1,3,6,8,4,0,1,0,0,1,0,0,1,3
7.58,8,17,1,4,0,9,0,1,8,6,7,3,0,3,0,0,2,1,2,1,3
7.21,7,18,0,5,1,9,90,0,5,5,5,3,3,4,60,0,1,0,2,0,1
6.53,7,14,0,1,0,8,0,0,8,7,5,4,0,1,0,1,0,1,0,1,1
6.46,6,14,0,1,1,6,57,0,7,7,8,2,2,4,95,0,0,1,1,1,0
6.63,7,16,0,2,1,7,76,1,4,8,6,4,2,4,65,0,1,1,1,1,1
6.21,6,15,0,2,1,7,62,0,5,8,8,2,1,2,67,0,2,0,1,0,1
6.53,7,14,1,0,1,5,50,1,8,7,7,2,3,4,69,1,1,1,2,2,1
6.78,7,18,1,4,0,10,0,1,7,7,6,2,0,4,0,1,2,0,2,0,0
6.24,6,15,1,2,0,8,0,1,7,9,3,2,0,4,0,1,1,1,2,1,3
5.53,6,13,1,0,1,5,0,1,6,8,7,2,0,1,0,1,1,1,0,1,3
6.37,6,15,1,1,1,6,64,0,7,4,7,3,1,3,70,1,1,1,2,1,3
7.65,8,15,0,1,0,7,0,0,7,7,6,4,0,1,0,1,0,0,2,2,1
6.71,7,16,1,3,1,7,0,0,5,5,8,2,0,4,0,1,2,0,2,0,1
5.49,5,14,1,1,0,6,0,2,10,5,4,3,0,4,0,0,1,1,0,1,3
4.57,5,14,0,1,1,5,96,2,5,3,1,2,2,0,91,0,2,1,0,1,0
5.62,6,13,0,0,1,5,0,0,6,5,7,3,0,3,0,1,1,0,2,1,1
4.94,5,14,1,0,0,5,71,0,3,8,6,3,2,3,90,1,0,1,2,2,3
6.92,7,15,1,1,1,5,0,0,8,7,9,0,0,2,0,0,1,0,0,1,0
5.97,6,15,1,2,0,7,0,0,4,5,3,3,0,0,0,0,0,0,0,1,4
7.25,7,15,1,2,0,7,94,0,5,6,7,2,1,0,52,1,1,0,1,1,3
6.02,6,16,1,3,1,8,0,0,6,7,8,3,0,1,0,1,0,0,1,2,1
5.3,5,14,1,1,0,7,86,2,7,6,5,1,1,4,61,0,1,1,0,1,2
5.05,5,14,0,1,0,8,0,0,7,4,3,2,0,4,0,1,0,1,1,2,0
6.56,7,14,1,1,1,5,79,0,7,5,7,2,2,0,66,0,2,1,2,0,3
6.49,6,17,0,4,1,9,0,1,6,7,5,3,0,3,0,1,0,1,1,1,3
7.4,7,13,1,0,0,6,90,0,9,6,2,3,3,2,66,1,1,1,1,1,0
6.49,6,14,1,1,0,7,0,0,4,7,5,3,0,1,0,0,1,1,0,1,3
6.29,6,14,0,1,1,7,0,0,9,3,8,3,0,2,0,1,1,0,2,1,3
5.63,6,18,1,4,1,9,0,0,6,3,5,1,0,3,0,1,0,1,3,1,3
6.81,7,18,1,5,1,9,0,0,7,3,7,1,0,3,0,0,1,1,3,1,3
6.78,7,16,1,3,1,7,0,0,4,5,8,3,0,1,0,0,2,1,0,0,0
5.84,6,15,0,1,0,7,0,1,6,8,6,2,0,0,0,0,2,0,2,0,3
6.09,6,15,1,1,1,5,0,0,5,9,7,2,0,0,0,0,1,1,1,1,3
6.31,6,16,1,2,1,7,96,0,8,5,8,1,1,3,68,1,0,1,1,1,1
6.96,7,14,0,1,1,5,58,0,8,7,8,3,3,1,82,1,2,1,1,1,1
7.17,7,13,1,0,0,6,68,0,6,6,6,2,1,1,79,1,0,1,0,0,1
6.41,6,13,1,0,1,5,0,0,3,8,5,2,0,3,0,0,2,0,0,0,2
4.69,5,13,1,0,1,5,0,2,5,7,8,0,0,2,0,0,2,1,1,1,1
6.58,7,15,1,1,0,7,87,0,6,6,6,3,3,1,73,0,2,1,0,1,3
6.69,7,13,1,0,0,5,0,0,7,9,5,2,0,1,0,0,2,0,2,1,1
6.86,7,15,1,1,0,6,0,1,9,6,7,3,0,2,0,0,1,1,2,1,3
6.12,6,16,1,2,1,7,0,0,7,5,7,0,0,0,0,0,2,0,0,1,3
5.28,5,14,1,1,0,7,81,0,7,5,6,0,1,1,65,1,2,1,2,1,2
6.71,7,17,1,4,1,9,0,0,8,7,6,3,0,4,0,1,1,0,3,1,1
7.02,7,14,1,1,0,6,0,1,7,8,6,3,0,0,0,1,0,1,2,1,2
6.75,7,15,1,2,0,8,67,1,6,8,8,0,3,3,73,1,2,0,0,1,1
7.52,8,13,0,0,0,5,0,0,8,8,6,3,0,2,0,0,2,1,0,0,1
7.21,7,19,0,5,1,11,72,0,6,6,5,2,2,0,67,0,1,0,1,1,1
7.55,8,13,1,0,0,5,0,0,4,7,8,1,0,4,0,1,2,0,2,1,3
6.07,6,15,1,2,1,6,0,0,6,5,5,2,0,1,0,0,1,1,0,1,1
7.8,8,18,1,4,0,9,0,1,8,4,9,1,0,1,0,1,0,0,3,2,1
7.17,7,14,1,0,0,5,64,2,7,6,8,2,1,0,100,0,2,1,2,0,1
5.89,6,13,1,0,0,5,58,0,5,5,6,2,1,0,57,0,1,0,2,1,1
6.77,7,14,1,1,0,6,0,1,8,8,4,2,0,4,0,0,1,1,0,1,3
6.82,7,13,1,0,0,5,0,0,8,7,8,1,0,0,0,0,1,1,1,1,1
5.41,5,14,1,1,1,6,0,0,8,6,3,0,0,0,0,1,2,1,2,1,3
7.53,8,15,0,2,1,7,99,0,6,9,7,3,3,3,87,1,2,1,0,1,3
5.01,5,16,0,2,0,7,0,1,7,4,4,1,0,4,0,0,0,1,2,1,1
6.61,7,14,1,1,1,6,91,2,9,8,7,0,1,3,80,1,2,0,1,0,3
7.7,8,16,1,2,0,7,0,1,10,5,5,3,0,3,0,1,0,1,2,2,3
6.85,7,14,1,1,1,5,0,0,3,3,7,2,0,1,0,1,0,0,2,1,1
5.41,5,15,1,2,1,6,67,1,7,6,3,2,2,2,88,1,0,1,2,2,1
7.15,7,15,1,2,0,8,0,1,8,5,10,0,0,0,0,0,1,0,2,1,1
5.47,5,15,1,1,0,6,0,0,3,8,6,3,0,1,0,1,2,1,1,1,1
6.58,7,17,1,4,1,9,0,1,5,8,7,4,0,3,0,0,2,0,2,1,3
5.08,5,15,1,1,1,5,0,0,5,2,4,2,0,2,0,1,1,1,1,2,1
5.18,5,14,1,0,0,6,0,1,7,2,8,2,0,3,0,1,2,1,0,1,4
6.99,7,14,0,1,1,5,55,1,7,8,4,1,2,2,56,1,0,1,2,2,1
6.97,7,14,1,1,0,6,0,0,7,9,7,2,0,0,0,1,1,1,2,1,1
3.52,4,15,1,2,1,7,92,0,1,5,4,3,3,4,53,1,2,0,1,0,1
5.33,5,16,1,3,0,9,0,1,8,8,3,1,0,4,0,0,1,1,2,1,1
7.4,7,15,0,2,0,7,92,0,8,8,8,4,1,4,56,0,2,0,1,1,1
6.82,7,16,1,3,0,8,0,1,8,5,6,3,0,1,0,1,0,1,2,2,1
6.3,6,16,0,3,1,9,0,0,7,7,9,2,0,2,0,0,2,1,2,1,3
5.24,5,14,1,1,1,5,67,0,1,6,5,2,2,1,72,0,2,1,0,1,1
5.93,6,14,1,1,1,6,0,0,10,9,6,0,0,0,0,0,2,1,0,0,1
6.21,6,13,1,0,1,4,74,0,7,5,5,3,2,2,71,0,2,1,0,1,1
7.35,7,14,1,1,0,7,99,0,8,5,7,0,1,4,59,0,0,1,0,2,3
5.54,6,16,1,3,1,7,0,0,2,7,10,3,0,3,0,0,1,0,1,0,3
5.08,5,13,1,0,0,6,0,1,8,3,7,3,0,1,0,1,2,1,1,1,1
5.85,6,15,1,1,0,6,0,1,6,5,4,2,0,0,0,0,2,1,1,1,3
6.25,6,14,1,1,0,7,83,2,6,7,8,2,1,4,64,1,2,0,1,0,3
7.0,7,13,1,0,1,4,0,0,4,6,7,1,0,1,0,0,0,0,1,1,1
6.73,7,17,1,4,0,10,0,1,8,5,6,3,0,0,0,1,0,1,2,1,0
5.26,5,15,0,2,1,7,0,0,3,7,5,4,0,1,0,1,0,1,0,1,1
6.51,7,13,0,0,1,6,0,1,6,8,7,2,0,4,0,0,1,1,2,1,1
5.58,6,14,0,0,0,6,54,0,5,7,5,4,3,0,52,1,1,0,1,1,3
6.43,6,15,1,2,1,6,0,0,6,8,2,2,0,3,0,1,2,1,2,2,1
5.61,6,14,1,0,0,6,95,1,6,5,7,3,2,0,57,1,1,1,1,1,1
6.7,7,13,1,0,0,5,0,1,7,9,8,3,0,2,0,0,2,1,2,1,1
6.16,6,15,1,2,1,7,0,0,7,6,5,0,0,3,0,1,0,1,0,1,3
7.76,8,15,1,1,1,6,83,0,7,6,6,0,2,2,69,1,2,1,2,1,3
6.18,6,16,1,3,1,8,0,0,10,1,6,2,0,4,0,0,2,0,0,1,3
5.48,5,14,1,0,0,5,0,0,7,8,5,1,0,2,0,1,1,1,1,1,1
6.67,7,17,0,3,1,9,59,1,7,3,9,3,1,1,59,0,1,1,1,1,1
5.57,6,16,0,3,0,10,0,0,6,2,8,3,0,0,0,1,0,1,2,2,1
6.41,6,16,1,3,0,9,0,2,7,9,7,4,0,4,0,1,2,0,2,1,3
7.56,8,14,1,1,0,7,90,0,5,6,5,2,1,3,78,1,2,1,0,1,1
5.26,5,14,0,1,1,7,69,0,4,4,7,3,3,4,53,1,2,1,1,1,3
7.63,8,16,1,3,0,9,0,0,8,6,9,4,0,0,0,1,0,0,1,1,3
6.92,7,13,1,0,0,6,68,0,6,7,4,0,3,4,55,0,1,0,2,1,1
5.55,6,14,1,0,1,5,79,2,8,7,5,0,2,1,86,1,1,1,2,2,3
7.58,8,15,1,2,1,7,82,0,8,5,6,1,1,2,78,0,1,1,0,1,1
6.37,6,16,0,2,1,6,82,0,3,7,7,2,1,3,65,1,2,1,2,2,3
5.66,6,13,1,0,0,5,0,0,6,4,6,2,0,2,0,1,2,1,1,1,4
6.23,6,14,1,1,0,7,0,0,4,6,5,2,0,4,0,0,0,1,2,1,1
5.85,6,13,1,0,1,5,0,0,8,7,9,0,0,0,0,0,1,1,1,1,3
7.45,7,17,1,3,0,9,0,0,10,8,6,3,0,4,0,0,0,1,1,2,3
5.03,5,14,1,1,0,7,0,0,1,8,7,0,0,1,0,1,0,1,2,2,1
6.62,7,14,1,1,0,7,0,0,6,8,8,3,0,4,0,0,1,0,0,1,3
6.93,7,14,1,0,0,5,0,1,8,5,8,2,0,3,0,1,1,1,2,1,1
6.7,7,14,0,0,0,6,58,0,5,6,9,1,3,4,92,0,2,1,1,1,1
6.56,7,15,1,2,0,7,0,0,6,5,7,2,0,1,0,1,1,1,1,1,1
6.49,6,14,1,1,1,6,99,0,3,7,8,3,1,1,64,0,0,1,0,1,3
6.19,6,15,0,2,1,7,100,0,4,8,7,1,3,4,99,0,1,1,2,1,1
6.24,6,17,1,4,1,9,0,0,6,6,7,2,0,3,0,1,2,1,3,0,1
7.01,7,15,1,2,1,6,0,1,9,6,6,1,0,4,0,1,2,1,2,1,1
9.41,9,15,1,2,0,8,0,0,9,5,7,0,0,2,0,0,1,1,1,0,3
5.78,6,16,1,2,1,6,78,1,10,3,1,2,3,1,100,0,2,1,1,1,1
7.07,7,15,1,1,0,6,0,0,7,8,9,2,0,1,0,0,1,1,1,1,2
7.93,8,16,1,3,1,8,0,0,8,6,6,4,0,3,0,1,2,1,1,1,4
7.68,8,14,1,0,1,5,60,0,8,8,7,1,3,0,58,1,0,1,1,2,1
5.57,6,14,1,0,0,6,73,1,3,6,9,0,3,2,83,1,2,1,0,1,1
7.76,8,17,0,4,1,8,0,0,8,8,6,4,0,4,0,1,0,1,2,1,0
5.64,6,15,0,2,1,7,55,0,7,10,8,2,2,3,72,0,1,0,0,1,1
5.99,6,13,1,0,0,6,82,1,7,6,3,2,1,2,74,1,1,0,0,1,3
6.36,6,14,1,1,1,5,0,0,7,5,6,2,0,2,0,0,0,1,0,1,3
5.37,5,14,0,1,1,5,52,2,6,8,7,3,2,3,94,1,0,0,0,1,1
